code,name
4004,Tongaporutu
4005,Uruti
4006,Waitara
4007,Urenui
4008,Bell Block
4009,Hillsborough
4010,Vogeltown
4011,Okato
4012,Oakura
4013,Inglewood
4014,Tarata
4015,Lepperton
4016,Egmont Village
4017,Hurworth
4018,Frankleigh Park
4019,Moturoa
4020,Waitotara
4021,Patea
4022,Manutahi
4023,Hawera
4024,Eltham
4025,Opunake
4026,Manaia
4027,Rahotu
4028,Okaiawa
4029,Matemateaonga
4030,Tongariro
4031,Waiouru
4032,Ohakune
4033,Raetihi
4034,National Park
4035,Ohura
4036,Taumarunui
4037,Waimiha-Ongarue
4038,Manunui
4039,Owhango
4040,Turangi
4042,Taupo
4043,Wairakei and Surrounds
4044,Tahorakuri
4045,Tauhara
4046,Iwitahi
4047,Taupo Surrounds
4048,Lake Taupo (East)
4049,Lake Taupo (West)
4050,Mangakino
4051,Levin
4052,Waitarere
4053,Manakau
4054,Marton
4055,Taihape and Surrounds
4056,Bulls
4057,Putiki
4058,Kai Iwi
4059,Parikino
4060,Brunswick
4061,Matahiwi
4062,Feilding
4063,Himatangi
4064,Cheltenham
4065,Waituna West
4066,Otorohanga
4067,Maihiihi
4068,Oparau
4069,Tirau
4070,Tokoroa
4071,Putaruru
4072,Pirongia
4073,Cambridge
4074,Te Pahu
4075,Te Awamutu
4076,Wharepapa South
4077,Awakino
4078,Piopio
4079,Te Kuiti
4080,Waitomo
4081,Benneydale
4082,Marokopa
4083,Huntly
4084,Raglan
4085,Te Akau
4086,Te Kauwhata
4087,Maramarua
4088,Morrinsville
4089,Te Aroha
4090,Tahuna
4091,Waitoa
4092,Hamilton Central
4093,Waikanae
4094,Te Horo
4095,Raumati South
4096,Paraparaumu
4097,Paekakariki
4098,Otaki
4099,Akatarawa
4100,Upper Hutt
4101,Mahina Bay
4102,Eastbourne
4103,Pencarrow Head
4104,Wainuiomata
4105,Lyall Bay
4106,Makara
4107,Thorndon
4108,Tawa
4109,Newlands
4110,Saint Andrews
4111,Hakataramea Valley
4112,Lake Tekapo
4113,Fairlie
4114,Twizel
4115,Oxford
4116,West Eyreton
4117,Woodend
4118,Glentui
4119,Kaiapoi
4120,Rangiora
4121,Okuku
4122,Akaroa
4123,Governors Bay
4124,Little River
4125,Motukarara
4126,Wainui
4127,Arthur's Pass
4128,Darfield
4129,Dunsandel
4130,Lincoln
4131,Springfield
4132,Craigieburn
4133,Hanmer Springs
4134,Amberley
4135,Cheviot
4136,Culverden
4137,Gore Bay
4138,Hawarden
4139,Hundalee
4140,Waipara
4141,Motunau
4142,Waiau
4143,Lewis Pass
4144,Loburn
4145,Geraldine
4146,Fairview
4147,Pareora
4148,Mesopotamia
4149,Washdyke
4150,Hadlow
4151,Timaru Central
4152,Levels
4153,Temuka
4154,Pleasant Point
4155,Mayfield
4156,Methven
4157,Mount Somers
4158,Rakaia
4159,Hinds
4160,Lismore
4161,Fairton
4162,Chertsey
4163,Elgin
4164,Westerfield
4165,Winslow
4166,Eiffelton
4167,Yaldhurst
4168,Hornby
4169,Brooklands
4170,Collingwood
4171,Brightwater
4172,Motueka
4173,Murchison
4174,St Arnaud
4175,Takaka
4176,Tapawera
4177,Wakefield
4178,Abel Tasman
4179,Kaiteriteri
4180,Ngatimoti
4181,Mapua
4182,Mahana
4183,Richmond
4184,Alexandra
4185,Clyde
4186,Cromwell
4187,Naseby
4188,Omakau
4189,Ranfurly
4190,Roxburgh
4191,Roxburgh East
4192,Nevis
4193,Oturehua
4194,Lindis Pass
4195,Ettrick
4196,Paerau
4197,Clarence
4198,Kaikoura
4199,Hapuku
4200,Oaro
4201,Lawrence
4202,Tapanui
4203,Waitahuna
4204,Greenfield
4205,Waihemo
4206,Deborah
4207,Punakaiki
4208,Reefton
4209,Seddonville
4210,Karamea
4211,Charleston
4212,Hector
4213,Inangahua
4214,Haupiri
4216,Gladstone
4217,Runanga
4218,Cobden
4219,Dannevirke
4220,Pahiatua
4221,Eketahuna
4222,Woodville
4223,Pongaroa
4224,Cape Palliser
4225,Featherston
4226,Greytown
4227,Martinborough
4228,Pirinoa
4229,Masterton
4230,Tinui
4231,Upper Plain
4232,Mauriceville
4233,Kiriwhakapapa
4234,Wainuioru
4235,Gladstone
4236,Te Wharau
4238,Carterton
4239,Normanby
4240,Palmerston North Surrounds
4250,Whangaparaoa
4251,Matakana Island
4253,Stonefields
4254,Kaiti
4255,Spencerville
4257,Lake Hayes Estate
4258,Fernside
4259,Castlepoint
4260,Mataikona
4261,Samoa
4262,Waikawa Beach
4263,Paparoa
4264,Matakohe
4265,Okaihau
4266,Okarito
4267,Paroa
4268,Karoro
4269,Rapahoe
4270,Takapau
4271,Tikokino
4272,Huapai
4273,Otahome
4281,Pyes Pa
4282,Oropi
4283,Ohauiti
4284,Aidanfield
4285,Dalefield/Wakatipu Basin
4286,Port Underwood
4287,Hillpark
4288,Parklands
4289,Riverdale
4290,Arapuni
4291,Whangara
4292,Waihou
4293,Greta Valley
4294,Queensberry
4295,Lower Moutere
4296,Makarora
4297,Newton
4298,Ormond
4299,Pahoia
4300,Weedons
4301,Karapiro
4302,Morningside
4303,Matangi
4304,Kaitoke
4305,Mission Heights
4306,Takahue
4307,Lake Ferry
4308,Ascot
4309,Ruby Bay
4310,Kerepehi
4311,Lyford
4312,Waiotaiki Bay
4313,Shelly Beach
4314,Napier South
4315,Ophir
4316,Lower Shotover
4317,Glen Murray
4318,Maungakaramea
4319,Portland
4322,Westgate
4323,Lake Rotoiti
4324,Lake Rotoehu
4325,Hingaia
4326,Waianiwa
4327,The Pines Beach
4328,Lytton West
4329,Pukeatua
4331,Millwater
4332,Pukenui
4334,Kaipaki
4336,Queenstown Hill
4337,Murupara
4338,Balfour
4339,Dipton
4340,Edendale
4341,Garston
4342,Halfmoon Bay
4343,Lumsden
4344,Riverton
4345,Te Anau
4346,Waikaia
4347,Winton
4348,Wyndham
4349,Castlerock
4350,Whareroa
4351,Tora
4352,Mangorei
4353,Korito
4354,Broadlands Forest
4355,Hatepe
4356,Waipahihi
4357,Oruanui
4358,Waipaoa
4359,Fitzherbert
4360,Rangatira Park
4361,Tokaanu
4362,Motuoapa
4363,Oruatua
4364,Te Rangiita
4365,Waitetoko
4366,Pukawa
4367,Mount Marua
4368,Onaero
4369,Waiwhakaiho
4370,Colac Bay
4371,Kaponga
4372,Chain Hills
4373,Hedgehope
4374,Hokio Beach
4375,Tarras
4376,Berwick
4377,Wynyard Quarter
4378,Woodridge
4379,Pohara
4380,Motupipi
4381,Tata Beach
4382,Onekaka
4383,Rangihaeata
4384,East Takaka
4385,Patons Rock
4386,Pakawau
4387,Ravenswood
4388,Domett
4389,Galatea
4390,Poroporo
4391,Awakeri
4392,Pikowai
4393,Raukawa
4394,Waiohau
4395,White Pine Bush
4396,Ruatoki
4397,Nukuhou
4398,Rainbow Point
4401,Milldale
4433,Peacocke
4434,Ara Hills
4435,Hamilton Airport
4439,Coalgate
4440,Scarborough
4441,Makauri
4442,Woodend Beach
4444,Upper Vogeltown
4445,Lower Vogeltown
4449,Long Beach
4450,Sunnybrook
4451,Wainui
4453,Alfredton
4454,Ohinewai
4455,Ranui
4456,Matawhero
4457,Greenhill Park
4458,Kaituna
4459,North Bank
4460,Tanners Point
4461,Granity
4463,Omakere
4464,Millers Flat
